n,add_ns,gmp_add_ns,sub_ns,gmp_sub_ns,add_ns_per_limb,gmp_add_ns_per_limb,sub_ns_per_limb,gmp_sub_ns_per_limb,reps
342,45.853542914,70.006240639,43.562656016,68.977011494,0.134074686884,0.204696610056,0.127376187181,0.201687168112,4000
343,46.046703297,69.573496381,43.739705515,69.480898876,0.134246948387,0.202838181870,0.127521007333,0.202568218299,4000
344,45.098500000,69.120599251,43.465400949,70.141108891,0.131100290698,0.200931974567,0.126352909736,0.203898572358,4000
345,46.280109945,70.516346394,44.038471147,70.188905547,0.134145246217,0.204395206939,0.127647742454,0.203446103035,4000
346,46.603198401,71.187312687,44.169000000,70.233532934,0.134691324858,0.205743678287,0.127656069364,0.202987089405,4000
347,46.687562438,70.959540460,44.355911022,71.191712431,0.134546289445,0.204494352909,0.127826832917,0.205163436402,4000
348,47.840909091,71.165167416,45.277403246,71.239081607,0.137473876698,0.204497607518,0.130107480592,0.204710004618,4000
349,47.870508982,71.761119440,45.291250000,71.575318511,0.137164782183,0.205619253411,0.129774355301,0.205086872525,4000
350,47.767366317,72.045454545,45.316117764,72.478542914,0.136478189477,0.205844155844,0.129474622184,0.207081551183,4000
351,47.811485643,72.298775918,45.357660585,71.890831876,0.136215058812,0.205979418570,0.129224104230,0.204817184832,4000
352,47.143928036,71.961759560,44.717891054,72.143998003,0.133931613739,0.204436816932,0.127039463223,0.204954539783,4000
353,47.441779110,71.006739890,45.003493014,72.499126529,0.134395974817,0.201152237649,0.127488648765,0.205379961837,4000
354,47.495758483,73.106037924,45.089727568,72.748751249,0.134168809274,0.206514231424,0.127372111774,0.205504947030,4000
355,47.724068983,72.822516226,45.327254559,73.064701474,0.134433997135,0.205133848523,0.127682407209,0.205816060490,4000
356,48.620594851,72.147029456,46.161507738,73.176205949,0.136574704638,0.202660195101,0.129667156569,0.205551140305,4000
357,48.650449102,72.527840200,46.150561798,73.069378587,0.136275767792,0.203159216246,0.129273282347,0.204676130497,4000
358,48.600449214,73.650250000,46.235778443,73.001498501,0.135755444731,0.205726955307,0.129150219115,0.203914800284,4000
359,48.655688623,73.701149425,46.226410384,73.786017478,0.135531166080,0.205295680850,0.128764374330,0.205532082112,4000
360,48.206293706,74.054404792,45.749688046,73.591204398,0.133906371406,0.205706679977,0.127082466794,0.204420012216,4000
361,48.732750000,73.866316842,46.020250000,74.148027958,0.134993767313,0.204615836126,0.127479916898,0.205396199330,4000
362,48.823544114,74.355983013,46.231692077,74.377933100,0.134871668823,0.205403267991,0.127711856566,0.205463903592,4000
363,49.107142857,74.519500000,46.446580130,73.867533117,0.135281385281,0.205287878788,0.127952011377,0.203491826768,4000
364,49.973033708,73.867533117,47.235264735,74.863205192,0.137288554142,0.202932783288,0.129767210811,0.205668146132,4000
365,49.930000000,74.436172870,47.248437891,73.925361957,0.136794520548,0.203934720193,0.129447775043,0.202535238239,4000
366,49.965534466,75.334748938,47.225106064,74.834041490,0.136517853731,0.205832647372,0.129030344438,0.204464594234,4000
367,50.020469296,75.192105921,47.278651685,75.194701325,0.136295556665,0.204883122399,0.128824663993,0.204890194345,4000
368,49.457021489,75.371250000,47.114078882,75.008241758,0.134394080134,0.204813179348,0.128027388265,0.203826743908,4000
369,49.574818886,75.866383616,47.230942264,75.383366633,0.134349102672,0.205599955600,0.127997133508,0.204290966486,4000
370,49.759810047,75.830377217,47.437421934,75.857856608,0.134485973101,0.204946965452,0.128209248469,0.205021234074,4000
371,49.897750000,75.769787765,47.390609391,75.921118323,0.134495283019,0.204231233869,0.127737491619,0.204639132945,4000
372,50.821794551,75.831418581,48.233766234,76.159720489,0.136617727289,0.203847899412,0.129660661919,0.204730431422,4000
373,50.816795801,76.054195804,48.208333333,76.676485272,0.136238058448,0.203898648269,0.129244861483,0.205566984644,4000
374,50.833874594,76.341238143,48.257114329,76.749750250,0.135919450786,0.204120957601,0.129029717456,0.205213235962,4000
375,50.834041490,76.461634591,48.232842526,76.864635365,0.135557443972,0.203897692244,0.128620913402,0.204972360972,4000
376,50.503624094,76.878401998,48.035723208,76.668750000,0.134318149186,0.204463835100,0.127754582999,0.203906250000,4000
377,50.816795801,77.299525356,48.220834374,76.097627965,0.134792561806,0.205038528796,0.127906722478,0.201850472056,4000
378,50.993508115,77.523619095,48.363068466,77.598053892,0.134903460621,0.205088939405,0.127944625571,0.205285856858,4000
379,51.482138396,77.425324675,48.688733450,77.486756622,0.135836776771,0.204288455608,0.128466315171,0.204450545176,4000
380,52.142964072,77.204346740,49.457021489,77.759060235,0.137218326505,0.203169333526,0.130150056551,0.204629105881,4000
381,52.160379715,77.217087185,49.542114471,78.138611389,0.136903883767,0.202669520170,0.130031796513,0.205088218868,4000
382,52.192000000,78.059485129,49.266616692,78.164917541,0.136628272251,0.204344201908,0.128970200763,0.204620202988,4000
383,52.156265602,77.699450824,49.425399202,78.609750000,0.136178239169,0.202870628783,0.129048039691,0.205247389034,4000
384,51.455022489,78.666583417,48.851324338,78.435628743,0.133997454398,0.204860894314,0.127216990463,0.204259449850,4000
385,51.655422289,79.105066134,49.033500000,78.447250000,0.134169928023,0.205467704245,0.127359740260,0.203759090909,4000
386,51.907934132,79.514856429,49.260359461,78.768057986,0.134476513295,0.205997037382,0.127617511556,0.204062326387,4000
387,52.093336661,78.945096082,49.361500000,79.084644195,0.134608105067,0.203992496336,0.127549095607,0.204353085775,4000
388,52.957760560,79.206396802,50.290636704,79.647954092,0.136489073608,0.204140197942,0.129615043052,0.205278232195,4000
389,52.983528825,78.985279441,50.348238821,78.240518962,0.136204444279,0.203046990851,0.129429919848,0.201132439491,4000
390,52.908818386,79.789855072,50.243006993,79.021239380,0.135663636888,0.204589371981,0.128828223059,0.202618562514,4000
391,52.807634731,79.604546590,50.238023952,79.587618572,0.135057889336,0.203592190767,0.128485994762,0.203548896604,4000
392,52.612750000,80.318011491,50.072981755,80.000249750,0.134216198980,0.204892886458,0.127737198353,0.204082269771,4000
393,53.043206793,79.915063702,50.167914172,79.817250000,0.134969991840,0.203346218072,0.127653725628,0.203097328244,4000
394,53.210880958,80.490509491,50.363205192,79.852647353,0.135052997356,0.204290633225,0.127825393889,0.202671693788,4000
395,53.580339321,80.425574426,50.715568862,80.635705368,0.135646428662,0.203609049179,0.128393845221,0.204141026249,4000
396,54.438171371,80.157921039,51.485528942,80.445359281,0.137470129726,0.202418992524,0.130013961975,0.203144846670,4000
397,54.392714571,81.260858712,51.492130902,80.547928108,0.137009356602,0.204687301541,0.129703100508,0.202891506569,4000
398,54.336913087,81.569180819,51.578500000,81.178865851,0.136524907254,0.204947690500,0.129594221106,0.203966999625,4000
399,54.428750000,81.570359281,51.498377839,81.447638090,0.136412907268,0.204436990680,0.129068616137,0.204129418773,4000
400,53.906593407,80.743814046,51.229635182,81.899600400,0.134766483516,0.201859535116,0.128074087956,0.204749000999,4000
401,53.967299051,81.695326168,51.268280509,82.210079840,0.134581793146,0.203728992939,0.127851073589,0.205012667931,4000
402,54.241758242,82.269163546,51.426110834,82.117132867,0.134929746870,0.204649660561,0.127925648840,0.204271474794,4000
403,54.402694611,81.840069860,51.710822294,81.710572357,0.134994279431,0.203077096427,0.128314695520,0.202755762672,4000
404,55.275500000,82.178705324,52.419121318,82.569357661,0.136820544554,0.203412636940,0.129750300292,0.204379598170,4000
405,55.238951311,82.664583854,52.416291854,82.526460310,0.136392472372,0.204110083590,0.129422942850,0.203769037801,4000
406,55.330089820,83.143500000,52.507500000,83.007240949,0.136281009410,0.204786945813,0.129328817734,0.204451332386,4000
407,55.255250000,83.129837703,52.483387459,82.949275362,0.135762285012,0.204250215486,0.128951811940,0.203806573372,4000
408,55.017473789,83.265433642,52.173989016,83.032209738,0.134846749484,0.204081945200,0.127877424060,0.203510317985,4000
409,55.379215588,83.017982018,52.162337662,83.220529471,0.135401505106,0.202977951144,0.127536277903,0.203473177190,4000
410,54.934880240,83.461750000,52.595309381,82.431034483,0.133987512779,0.203565243902,0.128281242393,0.201051303616,4000
411,54.874875125,82.506246877,51.921019745,82.424219725,0.133515511253,0.200745126220,0.126328515195,0.200545546777,4000
412,56.040239940,83.234074444,53.068500000,83.872500000,0.136019999854,0.202024452534,0.128807038835,0.203574029126,4000
413,56.239750000,83.410044978,53.302644711,83.806894829,0.136173728814,0.201961367984,0.129062093730,0.202922263508,4000
414,56.462018991,84.422394401,53.397752809,84.232191952,0.136381688383,0.203918827057,0.128980079249,0.203459400850,4000
415,56.513621595,84.409090909,53.389250000,85.028478641,0.136177401433,0.203395399781,0.128648795181,0.204887900340,4000
416,55.788605697,83.978260870,52.994502749,85.215034965,0.134107225234,0.201870819398,0.127390631607,0.204843834051,4000
417,56.020469296,84.308250000,53.085079840,84.775780275,0.134341652988,0.202178057554,0.127302349737,0.203299233273,4000
418,56.181432493,85.413939545,53.363613676,85.051211591,0.134405340893,0.204339568290,0.127664147550,0.203471798065,4000
419,56.435891027,85.133583021,53.583478912,85.717070732,0.134691864027,0.203182775707,0.127884197880,0.204575347810,4000
420,57.263118441,85.274837743,54.272091862,85.747255489,0.136340758192,0.203035327960,0.129219266339,0.204160132117,4000
421,57.077345309,85.743128436,54.301349325,84.584000000,0.135575642065,0.203665388209,0.128981827376,0.200912114014,4000
422,57.246315264,86.248501499,54.385153712,86.304750000,0.135654775506,0.204380335305,0.128874771828,0.204513625592,4000
423,57.260858712,85.950549451,54.252495010,86.315671082,0.135368460312,0.203192788299,0.128256489385,0.204055960005,4000
424,56.849937578,86.683829043,53.462671660,85.384922616,0.134080041458,0.204442993025,0.126091206746,0.201379534472,4000
425,56.242514970,84.624187906,52.927894212,84.466266867,0.132335329341,0.199115736250,0.124536221674,0.198744157333,4000
426,56.231345146,85.218695326,53.164253620,85.271182204,0.131998462784,0.200043885742,0.124798717417,0.200167094377,4000
427,56.683829043,84.723733466,53.662921348,84.850861854,0.132749014152,0.198416237626,0.125674288872,0.198713962186,4000
428,57.242439390,84.108560020,54.313500000,85.072177822,0.133744017267,0.196515327149,0.126900700935,0.198766770613,4000
429,57.014970060,84.789355322,54.036186673,85.778360820,0.132902028112,0.197644184901,0.125958477094,0.199949559020,4000
430,57.551224388,85.854786303,54.314921270,85.213483146,0.133840056716,0.199662293729,0.126313770395,0.198170891037,4000
431,57.491889194,85.604348913,54.260304771,86.200199950,0.133391854278,0.198617978916,0.125893978588,0.200000463921,4000
432,56.710079840,85.422366450,54.111638362,86.351574213,0.131273332964,0.197736959376,0.125258422133,0.199887903271,4000
433,56.827345309,85.592657343,54.196803197,86.169872596,0.131240982239,0.197673573540,0.125165827244,0.199006634170,4000
434,57.013479780,86.493126718,54.434847728,86.257307020,0.131367464932,0.199292918706,0.125425916425,0.198749555345,4000
435,57.430142464,86.834582709,54.548338746,86.432209738,0.132023316010,0.199619730365,0.125398479876,0.198694735029,4000
436,58.326927876,87.494760479,55.253932584,86.933250000,0.133777357514,0.200676056145,0.126729203175,0.199388188073,4000
437,58.119291240,86.750624064,55.107588617,86.287000000,0.132996089795,0.198514013876,0.126104321778,0.197453089245,4000
438,58.364158960,86.898000000,55.322604790,87.377528090,0.133251504475,0.198397260274,0.126307316873,0.199492073265,4000
439,58.139720559,87.306693307,55.180139721,87.281039221,0.132436721091,0.198876294548,0.125695079090,0.198817856994,4000
440,57.720599251,87.466433741,55.133966508,87.684565435,0.131183180116,0.198787349411,0.125304469337,0.199283103260,4000
441,57.812500000,87.847500000,55.968047928,87.677072927,0.131094104308,0.199200680272,0.126911673306,0.198814224324,4000
442,58.094334914,88.030461923,55.516862353,87.970757311,0.131435146864,0.199163941001,0.125603760980,0.199028862694,4000
443,58.444610778,87.437453184,55.351310861,88.248876685,0.131929143969,0.197375740821,0.124946525647,0.199207396580,4000
444,59.366857999,87.821089455,56.004990020,88.667166417,0.133709139636,0.197795246521,0.126137364910,0.199700825263,4000
445,59.374438342,87.853573213,56.455408444,87.964062890,0.133425704140,0.197423760030,0.126866086390,0.197672051438,4000
446,59.407185629,89.137500000,56.222915627,88.773226773,0.133199967777,0.199859865471,0.126060348938,0.199043109357,4000
447,59.359780439,89.192115768,56.166708261,88.999251310,0.132795929394,0.199534934605,0.125652591187,0.199103470493,4000
448,58.915021245,89.473644766,55.915376935,89.491635456,0.131506743850,0.199717957068,0.124811109229,0.199758114856,4000
449,58.899700599,89.498375406,56.078710645,89.104540918,0.131179734073,0.199328230303,0.124896905667,0.198451093359,4000
450,59.063686314,89.894079440,56.222305389,89.994002999,0.131252636253,0.199764620979,0.124938456420,0.199986673330,4000
451,59.598950525,89.145213697,56.345059880,89.548838371,0.132148449057,0.197661227709,0.124933613925,0.198556182641,4000
452,60.179640719,89.348901099,57.283574638,89.871500000,0.133140798050,0.197674559953,0.126733572208,0.198830752212,4000
453,60.404946290,88.400099900,57.052395210,89.618690655,0.133344252296,0.195143708389,0.125943477284,0.197833754205,4000
454,60.219615673,90.699975019,57.319191415,90.833041740,0.132642325270,0.199779680658,0.126253725584,0.200072779162,4000
455,60.202095808,90.274612694,57.053419870,90.835332334,0.132312298480,0.198405742184,0.125392131583,0.199638093041,4000
456,60.174444722,90.244444444,56.966025481,90.657835541,0.131961501583,0.197904483431,0.124925494476,0.198811042853,4000
457,60.177189918,90.650337416,57.055181024,90.655250000,0.131678752555,0.198359600472,0.124847223247,0.198370350109,4000
458,60.367107562,91.042967774,57.322669333,91.491254373,0.131805911707,0.198783772433,0.125158666665,0.199762564133,4000
459,60.787175649,91.513743128,57.590069860,91.040209790,0.132433933875,0.199376346685,0.125468561787,0.198344683639,4000
460,61.449962566,91.028750000,58.113829256,91.484128968,0.133586875142,0.197888586957,0.126334411426,0.198878541234,4000
461,61.744813797,91.237762238,58.376655836,91.223388306,0.133936689363,0.197912716351,0.126630489883,0.197881536455,4000
462,61.560159760,92.175206198,58.306290564,91.213090182,0.133247099048,0.199513433330,0.126204092130,0.197430931131,4000
463,61.502370851,92.015984016,58.067365269,92.197401299,0.132834494279,0.198738626384,0.125415475744,0.199130456370,4000
464,60.920119820,92.240750000,57.959321188,91.709322669,0.131293361682,0.198794719828,0.124912330146,0.197649402305,4000
465,61.016966068,92.714071856,58.233899151,92.895328504,0.131219281866,0.199385100766,0.125234191723,0.199774900008,4000
466,61.787553112,92.892580565,58.351884203,93.047964027,0.132591315690,0.199340301641,0.125218635628,0.199673742547,4000
467,61.549650699,92.819500000,58.494752624,93.176955761,0.131797967235,0.198756959315,0.125256429601,0.199522389210,4000
468,62.612677814,93.324668833,59.169660679,92.812000000,0.133787773106,0.199411685540,0.126430898886,0.198316239316,4000
469,62.615692154,92.778555361,59.101821812,93.174456386,0.133508938495,0.197822079661,0.126016677637,0.198666218307,4000
470,62.387322186,94.178455386,59.293529853,94.011726547,0.132738983375,0.200379692311,0.126156446495,0.200024950100,4000
471,62.357374594,93.514985015,59.094560878,93.348000000,0.132393576634,0.198545615743,0.125466158977,0.198191082803,4000
472,62.005992509,93.733699725,58.731652521,94.599350162,0.131368628198,0.198588346875,0.124431467206,0.200422352039,4000
473,62.406936128,93.646015488,59.281039221,94.428892777,0.131938554181,0.197983119426,0.125329892644,0.199638251114,4000
474,62.506986028,94.203699075,59.157185629,94.449137716,0.131871278540,0.198741981171,0.124804189090,0.199259784210,4000
475,62.673907615,94.174500000,59.651337166,94.962528104,0.131945068664,0.198262105263,0.125581762454,0.199921111798,4000
476,63.601796407,94.977777778,60.114770459,94.906296852,0.133617219343,0.199533146592,0.126291534578,0.199382976579,4000
477,64.071606786,95.274250000,60.882837872,96.099650350,0.134322026806,0.199736373166,0.127636976670,0.201466772221,4000
478,64.784181637,96.807144642,61.176455886,96.708645677,0.135531760746,0.202525407200,0.127984217335,0.202319342421,4000
479,65.110472382,97.208697826,61.266966068,97.010747313,0.135930004973,0.202940914041,0.127905983440,0.202527656186,4000
480,64.356786427,96.411882177,61.013750000,96.868032992,0.134076638390,0.200858087868,0.127111979167,0.201808402066,4000
481,64.322685301,97.549112722,61.102045908,97.772591113,0.133726996467,0.202804808153,0.127031280474,0.203269420194,4000
482,64.514221557,97.834791302,61.416541729,97.800899326,0.133846932691,0.202976745440,0.127420211056,0.202906430136,4000
483,65.067949038,98.186127745,61.585767790,97.948538596,0.134716250597,0.203283908374,0.127506765611,0.202792005375,4000
484,65.933583021,98.375998004,62.414688983,98.329420579,0.136226411201,0.203256194223,0.128955968974,0.203159959875,4000
485,65.950524738,98.088822355,62.478032951,98.075943043,0.135980463377,0.202244994547,0.128820686496,0.202218439263,4000
486,65.590466683,98.383154211,62.210132269,98.372906773,0.134959807990,0.202434473686,0.128004387384,0.202413388422,4000
487,65.959560659,98.829377967,62.468632842,98.912337662,0.135440576302,0.202935067693,0.128272346698,0.203105416144,4000
488,65.205390567,98.975536695,62.070482379,99.044955045,0.133617603620,0.202818722736,0.127193611433,0.202960973453,4000
489,65.558023459,99.135114885,62.298052921,98.801898576,0.134065487646,0.202730296289,0.127398881228,0.202048872344,4000
490,66.191616766,99.160089910,62.442115768,99.074462769,0.135084932176,0.202367530429,0.127432889323,0.202192781160,4000
491,66.544250000,99.111944028,62.694305694,99.457906570,0.135528004073,0.201857319813,0.127686976974,0.202561927841,4000
492,67.319590205,99.329250000,63.616941529,100.005748563,0.136828435376,0.201888719512,0.129302726685,0.203263716591,4000
493,67.220169745,99.189655172,63.518721917,99.460674157,0.136349228692,0.201196055116,0.128841220927,0.201745789366,4000
494,67.236953808,100.238380810,63.594452774,100.078250000,0.136107193943,0.202911702044,0.128733710068,0.202587550607,4000
495,67.001497006,100.095976006,63.516741629,100.636681659,0.135356559608,0.202214092941,0.128316649756,0.203306427594,4000
496,66.673902196,100.511366475,63.304966309,100.736211630,0.134423189911,0.202643884022,0.127630980462,0.203097200866,4000
497,66.851435705,100.719140430,63.528603547,100.548701299,0.134509930997,0.202654206096,0.127824152007,0.202311270219,4000
498,67.264617691,100.687000000,63.596302773,100.393803098,0.135069513436,0.202182730924,0.127703419223,0.201593982125,4000
499,67.543092680,100.925000000,63.801500000,101.049737566,0.135356899159,0.202254509018,0.127858717435,0.202504484099,4000
500,68.125561658,100.667000000,64.494376406,101.162418791,0.136251123315,0.201334000000,0.128988752812,0.202324837581,4000
501,67.771457086,101.352235823,64.437172121,100.588911089,0.135272369433,0.202299871902,0.128617110022,0.200776269639,4000
502,67.860743699,100.198450387,64.213679481,102.043673571,0.135180764340,0.199598506748,0.127915696177,0.203274250142,4000
503,68.137965509,102.019245189,64.514371407,101.966266867,0.135463152105,0.202821561011,0.128259187688,0.202716236315,4000
504,67.493762475,102.151424288,64.357750000,102.574462769,0.133916195387,0.202681397397,0.127693948413,0.203520759462,4000
505,68.115000000,102.280469530,64.472145891,102.470529471,0.134881188119,0.202535583229,0.127667615625,0.202911939546,4000
506,68.570287141,101.402448164,64.798600700,102.308518611,0.135514401465,0.200400095186,0.128060475691,0.202190748243,4000
507,68.469061876,102.325674326,65.204500000,102.021717424,0.135047459322,0.201825787625,0.128608481262,0.201226267108,4000
508,69.495378466,102.678990757,65.613233458,102.488000000,0.136801926114,0.202123997553,0.129159908382,0.201748031496,4000
509,69.488261738,103.015230961,65.548612847,103.451459945,0.136519178268,0.202387487154,0.128779200092,0.203244518556,4000
510,69.435846231,103.850112416,65.251746507,103.539115221,0.136148718099,0.203627671403,0.127944600994,0.203017872983,4000
511,69.131237525,103.555000000,65.405540304,103.779305174,0.135286179109,0.202651663405,0.127995186506,0.203090616778,4000
512,68.736631684,104.017495626,65.136545182,103.828835582,0.134251233758,0.203159171145,0.127219814809,0.202790694497,4000
