shape,an52,bn52,u52_ns,ref_core_ns,ref_full_ns,u52_ns_per_digit_product,ref_core_ns_per_digit_product,ref_full_ns_per_digit_product
an=4bn,184,46,480.501754,576.144555,694.947917,0.056770056,0.068070009,0.082106323
an=4bn,186,47,501.658422,603.344151,727.244186,0.057384857,0.069016718,0.083189680
an=4bn,188,47,527.784761,613.840074,735.584961,0.059731186,0.069470357,0.083248637
an=4bn,190,48,543.836886,629.577181,755.079750,0.059631237,0.069032586,0.082793832
an=4bn,192,48,542.568280,640.055697,758.038054,0.058872426,0.069450488,0.082252393
an=4bn,194,49,559.981399,671.116741,784.699219,0.058908205,0.070599278,0.082547782
an=4bn,196,49,557.032914,674.802833,790.441176,0.058000095,0.070262686,0.082303329
an=4bn,198,50,571.936547,680.323596,802.796741,0.057771368,0.068719555,0.081090580
an=4bn,200,50,588.076367,687.951870,811.237069,0.058807637,0.068795187,0.081123707
an=8bn,8,1,5.338284,14.790385,26.932554,0.667285457,1.848798115,3.366569188
an=8bn,10,1,8.322545,19.148859,31.592097,0.832254494,1.914885876,3.159209695
an=8bn,12,2,8.515760,19.893254,32.661877,0.354823326,0.828885585,1.360911558
an=8bn,14,2,10.193633,23.164927,37.576152,0.364058326,0.827318826,1.342005439
an=8bn,16,2,10.163486,23.300447,40.034172,0.317608930,0.728138979,1.251067881
an=8bn,18,2,12.712038,27.370768,44.647039,0.353112170,0.760299102,1.240195519
an=8bn,20,3,14.784330,32.212320,51.437226,0.246405494,0.536871994,0.857287095
an=8bn,22,3,16.847265,32.253300,51.675327,0.255261595,0.488686367,0.782959502
an=8bn,24,3,16.728936,32.102352,53.017648,0.232346336,0.445865993,0.736356218
an=8bn,26,3,17.189505,37.024181,59.195904,0.220378274,0.474668985,0.758921851
an=8bn,28,4,18.441065,42.475416,66.672086,0.164652367,0.379244787,0.595286482
an=8bn,30,4,21.538458,43.476791,66.756739,0.179487147,0.362306589,0.556306161
an=8bn,32,4,21.938326,42.209201,68.253571,0.171393174,0.329759380,0.533231022
an=8bn,34,4,23.612133,47.171969,74.239930,0.173618627,0.346852716,0.545881836
an=8bn,36,5,27.502851,53.049226,83.487060,0.152793616,0.294717921,0.463817002
an=8bn,38,5,28.300832,53.230402,82.635270,0.148951747,0.280160012,0.434922473
an=8bn,40,5,28.607974,54.404238,84.546635,0.143039868,0.272021190,0.422733177
an=8bn,42,5,32.584282,62.398599,95.095461,0.155163246,0.297136184,0.452835531
an=8bn,44,6,35.075535,64.723559,98.025862,0.132861877,0.245164998,0.371310084
an=8bn,46,6,36.540481,65.279315,98.491039,0.132393048,0.236519256,0.356851589
an=8bn,48,6,35.867217,62.798288,98.290160,0.124538949,0.218049611,0.341285277
an=8bn,50,6,39.958351,71.962323,110.481927,0.133194504,0.239874408,0.368273091
an=8bn,52,7,43.359223,74.387242,112.162119,0.119118745,0.204360556,0.308137689
an=8bn,54,7,43.878115,73.333244,112.665704,0.116079669,0.194003290,0.298057417
an=8bn,56,7,44.601585,74.687600,115.188153,0.113779553,0.190529591,0.293847328
an=8bn,58,7,46.511672,84.131278,126.077117,0.114560769,0.207219897,0.310534771
an=8bn,60,8,50.784955,85.547189,126.639929,0.105801990,0.178223310,0.263833186
an=8bn,62,8,52.012479,83.736866,125.856586,0.104863869,0.168824326,0.253743116
an=8bn,64,8,54.732213,84.447429,127.128811,0.106898854,0.164936385,0.248298459
an=8bn,66,8,55.971828,94.199454,140.212724,0.106007251,0.178408057,0.265554402
an=8bn,68,9,62.419503,102.109834,147.882049,0.101992652,0.166846134,0.241637334
an=8bn,70,9,64.227568,101.685907,150.045100,0.101948521,0.161406202,0.238166825
an=8bn,72,9,65.077680,106.512344,155.163636,0.100428519,0.164370901,0.239450056
an=8bn,74,9,70.087864,112.153895,164.375930,0.105237034,0.168399242,0.246810706
an=8bn,76,10,73.350127,114.523542,168.830823,0.096513325,0.150688872,0.222145820
an=8bn,78,10,78.381240,119.071463,175.134562,0.100488769,0.152655721,0.224531489
an=8bn,80,10,77.449757,116.538626,169.718976,0.096812197,0.145673282,0.212148720
an=8bn,82,10,78.687946,122.549020,178.196157,0.095960909,0.149450024,0.217312387
an=8bn,84,11,81.657284,125.674472,182.817495,0.088373683,0.136011334,0.197854432
an=8bn,86,11,86.407546,130.095527,189.353642,0.091339901,0.137521699,0.200162412
an=8bn,88,11,86.729909,131.244143,187.019360,0.089597013,0.135582793,0.193201818
an=8bn,90,11,87.842463,134.792744,198.306950,0.088729760,0.136154287,0.200310051
an=8bn,92,12,91.644673,142.067803,205.030704,0.083011479,0.128684604,0.185716218
an=8bn,94,12,98.348565,143.002811,207.426784,0.087188444,0.126775541,0.183888993
an=8bn,96,12,98.211158,144.899778,208.756389,0.085252742,0.125781057,0.181212143
an=8bn,98,12,100.286832,149.362709,216.977699,0.085277918,0.127009106,0.184504846
an=8bn,100,13,108.773456,155.595201,227.419113,0.083671889,0.119688616,0.174937779
an=8bn,102,13,112.390232,160.422917,231.111915,0.084758848,0.120982592,0.174292545
an=8bn,104,13,112.047566,158.850360,229.343979,0.082875418,0.117492869,0.169633121
an=8bn,106,13,116.498525,170.243534,244.365723,0.084541745,0.123543929,0.177333616
an=8bn,108,14,123.707165,175.427395,245.792621,0.081816908,0.116023409,0.162561257
an=8bn,110,14,126.754772,174.913771,246.832566,0.082308293,0.113580371,0.160280887
an=8bn,112,14,125.859941,175.837430,247.345888,0.080267820,0.112141218,0.157746102
an=8bn,114,14,130.821696,187.196981,259.013381,0.081968481,0.117291342,0.162289086
an=8bn,116,15,138.928796,190.900724,272.741188,0.079844136,0.109713060,0.156747809
an=8bn,118,15,141.550999,193.734633,271.617955,0.079972316,0.109454595,0.153456472
an=8bn,120,15,143.571018,192.714130,271.543804,0.079761677,0.107063405,0.150857669
an=8bn,122,15,148.054860,203.130141,284.472348,0.080904295,0.111000077,0.155449371
an=8bn,124,16,157.836227,211.827384,293.547070,0.079554550,0.106767835,0.147957193
an=8bn,126,16,158.040194,213.271733,293.797559,0.078392953,0.105789550,0.145732916
an=8bn,128,16,161.541900,214.765160,295.034886,0.078877881,0.104865801,0.144060003
an=8bn,130,16,163.743183,225.980572,307.954098,0.078722684,0.108644506,0.148054855
an=8bn,132,17,167.131951,240.850321,320.837991,0.074479479,0.107330802,0.142975932
an=8bn,134,17,173.279520,241.949742,324.947124,0.076066515,0.106211476,0.142645796
an=8bn,136,17,175.295736,250.953961,333.235151,0.075819955,0.108544101,0.144132851
an=8bn,138,17,178.432569,262.252008,345.137638,0.076058214,0.111786875,0.147117493
an=8bn,140,18,183.609650,260.931510,351.914092,0.072860972,0.103544250,0.139648449
an=8bn,142,18,189.599558,267.670317,350.384795,0.074178231,0.104722346,0.137083253
an=8bn,144,18,188.668322,265.313471,354.662146,0.072788705,0.102358592,0.136829532
an=8bn,146,18,187.100411,262.506459,351.009911,0.071194981,0.099888303,0.133565415
an=8bn,148,19,192.883214,271.513999,363.665940,0.068592892,0.096555476,0.129326437
an=8bn,150,19,198.449855,274.269280,366.784546,0.069631528,0.096234835,0.128696332
an=8bn,152,19,199.605984,277.502219,371.549654,0.069115645,0.096088026,0.128652927
an=8bn,154,19,202.367322,281.972504,375.015125,0.069161764,0.096367910,0.128166482
an=8bn,156,20,213.959425,289.778067,385.142674,0.068576739,0.092877586,0.123443165
an=8bn,158,20,216.788972,291.361995,387.766787,0.068604105,0.092203163,0.122711009
an=8bn,160,20,219.683402,294.639009,391.590495,0.068651063,0.092074690,0.122372030
an=8bn,162,20,222.958581,299.284932,396.457410,0.068814377,0.092371893,0.122363398
an=8bn,164,21,234.513594,308.771382,408.661005,0.068093378,0.089654873,0.118658829
an=8bn,166,21,236.445057,310.604719,409.545988,0.067827039,0.089100608,0.117483072
an=8bn,168,21,236.747159,313.798599,412.391310,0.067105204,0.088945181,0.116890961
an=8bn,170,21,245.014360,321.582834,424.029279,0.068631473,0.090079225,0.118775708
an=8bn,172,22,250.147000,327.245318,431.578412,0.066106501,0.086481321,0.114053491
an=8bn,174,22,252.800118,330.306338,435.017940,0.066039738,0.086286922,0.113641050
an=8bn,176,22,256.884503,330.563160,432.101238,0.066344138,0.085372717,0.111596394
an=8bn,178,22,260.128116,342.112500,446.934077,0.066426996,0.087362743,0.114130255
an=8bn,180,23,270.125359,352.690789,459.272104,0.065247671,0.085191012,0.110935291
an=8bn,182,23,274.689510,354.451887,468.447606,0.065621001,0.084675558,0.111908171
an=8bn,184,23,275.170088,356.593750,465.398670,0.065021287,0.084261283,0.109971330
an=8bn,186,23,278.076461,368.206985,477.309169,0.065001510,0.086069889,0.111572971
an=8bn,188,24,287.536984,391.081771,494.821875,0.063727168,0.086675924,0.109667969
an=8bn,190,24,290.196470,406.067911,508.093750,0.063639577,0.089049981,0.111424068
an=8bn,192,24,313.682379,401.679354,511.193784,0.068073433,0.087169999,0.110936151
an=8bn,194,24,301.705788,408.784918,518.281077,0.064799353,0.087797448,0.111314664
an=8bn,196,25,311.045323,427.269176,539.932292,0.063478637,0.087197791,0.110190264
an=8bn,198,25,309.884385,428.242295,540.862608,0.062602906,0.086513595,0.109265173
an=8bn,200,25,335.973214,444.033608,559.357329,0.067194643,0.088806722,0.111871466
bn=4,8,4,6.645029,16.204853,29.466049,0.207657166,0.506401666,0.920814039
bn=4,10,4,8.967300,20.873087,34.673412,0.224182508,0.521827172,0.866835302
bn=4,12,4,8.973551,24.821709,39.793758,0.186948970,0.517118931,0.829036624
bn=4,14,4,12.555160,24.956099,41.693975,0.224199292,0.445644618,0.744535270
bn=4,16,4,11.980222,24.463801,42.097426,0.187190972,0.382246894,0.657772289
bn=4,18,4,13.549092,30.337189,48.047723,0.188181838,0.421349842,0.667329493
bn=4,20,4,13.547868,33.114539,52.832254,0.169348356,0.413931740,0.660403169
bn=4,22,4,16.588602,33.545069,53.064711,0.188506846,0.381193970,0.603008076
bn=4,24,4,16.585779,33.240551,53.788744,0.172768527,0.346255737,0.560299419
bn=4,26,4,18.148108,37.690062,61.958058,0.174501037,0.362404445,0.595750559
bn=4,28,4,18.052206,43.059028,67.324861,0.161180408,0.384455605,0.601114830
bn=4,30,4,21.470553,42.779169,66.879926,0.178921277,0.356493071,0.557332717
bn=4,32,4,22.075001,42.709372,68.788082,0.172460949,0.333666970,0.537406893
bn=4,34,4,23.085703,47.579148,74.607747,0.169747815,0.349846674,0.548586372
bn=4,36,4,23.273781,53.297506,80.883755,0.161623477,0.370121567,0.561692746
bn=4,38,4,27.251262,52.419857,82.559777,0.179284621,0.344867483,0.543156425
bn=4,40,4,26.876621,51.395942,81.312907,0.167978882,0.321224636,0.508205666
bn=4,42,4,27.917461,55.281747,86.777983,0.166175360,0.329058021,0.516535615
bn=4,44,4,28.066279,59.719984,92.285956,0.159467493,0.339318091,0.524352022
bn=4,46,4,31.517132,61.633213,94.873136,0.171288763,0.334963113,0.515614868
bn=4,48,4,31.428407,60.148152,94.713415,0.163689619,0.313271624,0.493299039
bn=4,50,4,33.090740,64.647958,100.208467,0.165453698,0.323239792,0.501042334
bn=4,52,4,33.722604,69.414369,104.984987,0.162127905,0.333722928,0.504735516
bn=4,54,4,37.805078,68.675512,106.883044,0.175023510,0.317942187,0.494828907
bn=4,56,4,36.362725,69.784761,106.999216,0.162333595,0.311539111,0.477675072
bn=4,58,4,37.781036,73.275708,113.010693,0.162849293,0.315843569,0.487115055
bn=4,60,4,38.576229,77.821629,118.142081,0.160734287,0.324256786,0.492258672
bn=4,62,4,41.424912,78.001534,119.049175,0.167035934,0.314522314,0.480036996
bn=4,64,4,41.630509,78.917061,120.027339,0.162619176,0.308269770,0.468856792
bn=4,66,4,43.827001,84.033434,127.398607,0.166011366,0.318308463,0.482570482
bn=4,68,4,43.528334,87.658382,131.330620,0.160030639,0.322273463,0.482833161
bn=4,70,4,47.066563,87.206262,132.953169,0.168094868,0.311450934,0.474832747
bn=4,72,4,46.769670,87.388805,133.541474,0.162394686,0.303433350,0.463685674
bn=4,74,4,48.899456,91.955055,140.477872,0.165200864,0.310658970,0.474587407
bn=4,76,4,50.613077,95.856295,144.717496,0.166490384,0.315316759,0.476044395
bn=4,78,4,54.166522,96.837513,145.818964,0.173610648,0.310376644,0.467368474
bn=4,80,4,52.463819,97.954919,147.163940,0.163949433,0.306109122,0.459887313
bn=4,82,4,56.404540,102.167177,156.622235,0.171965061,0.311485297,0.477506814
bn=4,84,4,55.031030,105.160594,162.371107,0.163782827,0.312977959,0.483247343
bn=4,86,4,58.666041,108.977425,162.244431,0.170540818,0.316794839,0.471640788
bn=4,88,4,60.577600,109.942226,168.511950,0.172095455,0.312335869,0.478727131
bn=4,90,4,64.276516,114.153171,175.797577,0.178545879,0.317092141,0.488326603
bn=4,92,4,62.746321,118.080132,180.019374,0.170506307,0.320869925,0.489183081
bn=4,94,4,66.309693,119.471457,180.784863,0.176355567,0.317743237,0.480810805
bn=4,96,4,65.495417,117.595786,184.207453,0.170560982,0.306239027,0.479706910
bn=4,98,4,68.914929,122.593260,187.283932,0.175803391,0.312737908,0.477765133
bn=4,100,4,67.286653,126.563850,193.337049,0.168216632,0.316409624,0.483342622
bn=4,102,4,71.554729,125.991946,192.775218,0.175379238,0.308803790,0.472488280
bn=4,104,4,72.325631,126.467992,193.973915,0.173859691,0.304009596,0.466283450
bn=4,106,4,73.784717,130.889862,199.563431,0.174020558,0.308702505,0.470668469
bn=4,108,4,73.823844,135.096857,204.928152,0.170888527,0.312724206,0.474370723
bn=4,110,4,78.803887,135.647489,206.048146,0.179099742,0.308289748,0.468291240
bn=4,112,4,78.231417,137.642870,206.620595,0.174623698,0.307238550,0.461206685
bn=4,114,4,78.380978,140.678645,211.327140,0.171888111,0.308505801,0.463436710
bn=4,116,4,78.441289,144.015025,217.261908,0.169054501,0.310377209,0.468236871
bn=4,118,4,83.064714,144.343029,216.172595,0.175984564,0.305811502,0.457992786
bn=4,120,4,81.556332,141.917266,216.646507,0.169909024,0.295660970,0.451346889
bn=4,122,4,82.045658,148.854266,223.332143,0.168126349,0.305029233,0.457647834
bn=4,124,4,82.216668,151.833839,226.558197,0.165759412,0.306116611,0.456770559
bn=4,126,4,85.707038,152.267299,229.389899,0.170053648,0.302117657,0.455138689
bn=4,128,4,86.784054,151.490408,230.494011,0.169500106,0.295879703,0.450183615
bn=4,130,4,89.890071,157.173157,235.197838,0.172865521,0.302256072,0.452303535
bn=4,132,4,88.460259,161.434649,240.898478,0.167538370,0.305747442,0.456247117
bn=4,134,4,93.735764,161.898707,242.452035,0.174880157,0.302049826,0.452335886
bn=4,136,4,93.285790,161.519793,241.045308,0.171481231,0.296911385,0.443097994
bn=4,138,4,93.577875,166.563165,248.400215,0.169525137,0.301744864,0.450000389
bn=4,140,4,95.240872,169.874377,251.547922,0.170072986,0.303347102,0.449192718
bn=4,142,4,101.721224,169.537805,253.390287,0.179086662,0.298482051,0.446109660
bn=4,144,4,101.113820,170.091655,252.787130,0.175544826,0.295298013,0.438866546
bn=4,146,4,98.588690,178.474810,259.484807,0.168816249,0.305607551,0.444323299
bn=4,148,4,97.876174,180.049424,263.910025,0.165331376,0.304137541,0.445793960
bn=4,150,4,107.040596,178.632321,265.993183,0.178400994,0.297720536,0.443321972
bn=4,152,4,106.954924,180.580529,269.029280,0.175912705,0.297007449,0.442482369
bn=4,154,4,104.376251,187.240768,274.541210,0.169441967,0.303962286,0.445683782
bn=4,156,4,104.058719,190.281060,280.105877,0.166760768,0.304937596,0.448887623
bn=4,158,4,110.640625,189.190776,279.092081,0.175064280,0.299352494,0.441601394
bn=4,160,4,110.144770,188.574297,277.600314,0.172101203,0.294647339,0.433750491
bn=4,162,4,110.474198,196.497189,286.028487,0.170484873,0.303236402,0.441401986
bn=4,164,4,110.802354,200.596221,291.405765,0.168906027,0.305786922,0.444216105
bn=4,166,4,118.024568,199.859176,293.074414,0.177747843,0.300992734,0.441377130
bn=4,168,4,117.628646,200.370059,293.197754,0.175042629,0.298169730,0.436306181
bn=4,170,4,120.174336,205.161913,300.332069,0.176726964,0.301708696,0.441664807
bn=4,172,4,119.649793,206.493338,301.279647,0.173909582,0.300135666,0.437906464
bn=4,174,4,121.863474,210.060123,306.339373,0.175091198,0.301810522,0.440142777
bn=4,176,4,124.363851,209.862556,306.438011,0.176653198,0.298100221,0.435281265
bn=4,178,4,125.547733,219.598287,314.455163,0.176331085,0.308424561,0.441650510
bn=4,180,4,127.088965,220.322550,318.633051,0.176512452,0.306003542,0.442545904
bn=4,182,4,132.306682,220.223298,320.891318,0.181739948,0.302504530,0.440784778
bn=4,184,4,129.464569,220.829191,320.112308,0.175902947,0.300039662,0.434935201
bn=4,186,4,131.362614,227.952063,324.978482,0.176562653,0.306387182,0.436799035
bn=4,188,4,132.771305,231.588966,330.662412,0.176557586,0.307964051,0.439710654
bn=4,190,4,134.915962,228.528817,331.938163,0.177521003,0.300695812,0.436760740
bn=4,192,4,134.951574,228.659299,331.191571,0.175718195,0.297733462,0.431239025
bn=4,194,4,138.109904,234.113778,336.229167,0.177976681,0.301693013,0.433285009
bn=4,196,4,138.640925,238.016577,341.109545,0.176837915,0.303592572,0.435088706
bn=4,198,4,142.210085,238.362944,342.381957,0.179558188,0.300963313,0.432300451
bn=4,200,4,142.840896,237.770649,343.120096,0.178551120,0.297213311,0.428900120
bn=6,8,6,7.862162,16.703306,31.318481,0.163795041,0.347985540,0.652468348
bn=6,10,6,11.011463,25.283770,40.806027,0.183524379,0.421396165,0.680100450
bn=6,12,6,12.677827,25.231188,42.890139,0.176080932,0.350433163,0.595696374
bn=6,14,6,15.662118,25.254781,41.894004,0.186453784,0.300652149,0.498738144
bn=6,16,6,14.156118,25.573096,44.399740,0.147459561,0.266386413,0.462497287
bn=6,18,6,16.388585,35.497043,55.223995,0.151746156,0.328676324,0.511333288
bn=6,20,6,17.592835,34.525750,54.887617,0.146606960,0.287714585,0.457396809
bn=6,22,6,19.355524,34.476815,54.178636,0.146632754,0.261187994,0.410444211
bn=6,24,6,19.305262,34.419989,56.598955,0.134064318,0.239027698,0.393048300
bn=6,26,6,21.458364,43.458816,67.993156,0.137553617,0.278582154,0.435853566
bn=6,28,6,22.876631,44.681128,70.085295,0.136170426,0.265959095,0.417174376
bn=6,30,6,24.528446,43.355552,69.669437,0.136269146,0.240864176,0.387052429
bn=6,32,6,24.468057,45.793961,71.535874,0.127437796,0.238510211,0.372582679
bn=6,34,6,26.795522,53.358530,82.869755,0.131350598,0.261561422,0.406224289
bn=6,36,6,29.166330,52.946287,83.490678,0.135029304,0.245121701,0.386530916
bn=6,38,6,30.171955,52.756661,89.172558,0.132333138,0.231388865,0.391107712
bn=6,40,6,30.260891,52.843204,84.982875,0.126087044,0.220180018,0.354095312
bn=6,42,6,33.067392,63.119406,95.815022,0.131219811,0.250473834,0.380218340
bn=6,44,6,34.320564,62.945323,96.850788,0.130002137,0.238429254,0.366859044
bn=6,46,6,36.109237,62.620244,97.822406,0.130830567,0.226884941,0.354429008
bn=6,48,6,35.963644,62.783091,99.039830,0.124873762,0.217996843,0.343888298
bn=6,50,6,38.672964,71.833724,109.952447,0.128909880,0.239445747,0.366508157
bn=6,52,6,40.528346,71.782111,111.120890,0.129898546,0.230070868,0.356156699
bn=6,54,6,41.727734,72.136587,110.855607,0.128789303,0.222643786,0.342146936
bn=6,56,6,42.281785,71.675984,112.975188,0.125838647,0.213321382,0.336235679
bn=6,58,6,44.069725,81.549810,123.469408,0.126637141,0.234338534,0.354797149
bn=6,60,6,46.480246,82.824398,124.054315,0.129111795,0.230067773,0.344595321
bn=6,62,6,47.500649,81.624864,124.293295,0.127689917,0.219421677,0.334121760
bn=6,64,6,47.729532,81.696211,126.123362,0.124295657,0.212750549,0.328446255
bn=6,66,6,54.956239,91.935110,136.990237,0.138778381,0.232159369,0.345934942
bn=6,68,6,52.588895,90.866703,136.948175,0.128894351,0.222712507,0.335657292
bn=6,70,6,54.176271,90.927689,137.691401,0.128991121,0.216494498,0.327836668
bn=6,72,6,53.028157,91.670088,140.013246,0.122750363,0.212199278,0.324104737
bn=6,74,6,57.365119,100.529006,155.458868,0.129200717,0.226416680,0.350132586
bn=6,76,6,58.257822,100.196381,151.176479,0.127758382,0.219728905,0.331527367
bn=6,78,6,60.466292,100.406953,151.366230,0.129201478,0.214544771,0.323432115
bn=6,80,6,60.014855,101.640202,153.606639,0.125030948,0.211750420,0.320013831
bn=6,82,6,62.557163,111.499405,173.596349,0.127148706,0.226624808,0.352838108
bn=6,84,6,81.392442,136.458394,224.395410,0.161492941,0.270750782,0.445228987
bn=6,86,6,85.136258,112.522370,169.990149,0.164992748,0.218066608,0.329438274
bn=6,88,6,67.473314,114.257156,170.993739,0.127790367,0.216396129,0.323851778
bn=6,90,6,68.391024,119.413446,181.197394,0.126650044,0.221136012,0.335550729
bn=6,92,6,71.111709,120.247716,182.025254,0.128825559,0.217840066,0.329755896
bn=6,94,6,72.494301,118.769620,182.005269,0.128535994,0.210584433,0.322704377
bn=6,96,6,72.738339,119.951007,183.183167,0.126281838,0.208248276,0.318026331
bn=6,98,6,75.709090,130.088592,194.553423,0.128756956,0.221239102,0.330873169
bn=6,100,6,76.632812,129.341034,194.922102,0.127721354,0.215568391,0.324870171
bn=6,102,6,78.421117,129.251291,196.336689,0.128139080,0.211194920,0.320811584
bn=6,104,6,78.167552,129.758169,197.398092,0.125268513,0.207945784,0.316343096
bn=6,106,6,80.734052,139.019259,208.394583,0.126940334,0.218583741,0.327664439
bn=6,108,6,83.252967,138.326512,207.717713,0.128476801,0.213466839,0.320552026
bn=6,110,6,85.122902,139.514555,209.583496,0.128974093,0.211385690,0.317550752
bn=6,112,6,85.077161,137.782902,208.582431,0.126602918,0.205034080,0.310390522
bn=6,114,6,86.760580,147.267661,221.991726,0.126842954,0.215303598,0.324549307
bn=6,116,6,89.317351,146.849814,221.039926,0.128329528,0.210991112,0.317586101
bn=6,118,6,90.825720,148.403036,221.793366,0.128284915,0.209608808,0.313267466
bn=6,120,6,91.050728,147.216052,223.189801,0.126459345,0.204466739,0.309985835
bn=6,122,6,93.073072,159.399353,234.848672,0.127149005,0.217758679,0.320831519
bn=6,124,6,94.228046,156.607053,232.137376,0.126650600,0.210493351,0.312012602
bn=6,126,6,96.492831,156.366927,233.086383,0.127636019,0.206834560,0.308315322
bn=6,128,6,96.188846,155.927481,234.403203,0.125245893,0.203030575,0.305212504
bn=6,130,6,98.989517,164.790861,243.295903,0.126909638,0.211270335,0.311917825
bn=6,132,6,101.218514,165.280535,246.504265,0.127801154,0.208687544,0.311242759
bn=6,134,6,102.776082,165.263424,245.522170,0.127830947,0.205551523,0.305375833
bn=6,136,6,102.960792,165.497961,246.266896,0.126177441,0.202816128,0.301797667
bn=6,138,6,106.185624,173.896991,257.229366,0.128243508,0.210020520,0.310663486
bn=6,140,6,107.638526,175.856742,256.659153,0.128141103,0.209353264,0.305546611
bn=6,142,6,110.146200,176.015185,260.348425,0.129279578,0.206590593,0.305573268
bn=6,144,6,109.691630,174.344389,258.621643,0.126957905,0.201787487,0.299330605
bn=6,146,6,112.803373,185.724196,271.880797,0.128770974,0.212013922,0.310366207
bn=6,148,6,114.438491,184.111458,268.910011,0.128872174,0.207332723,0.302826589
bn=6,150,6,116.343479,184.943972,271.712970,0.129270532,0.205493302,0.301903300
bn=6,152,6,115.241247,184.513814,271.426120,0.126361016,0.202317778,0.297616360
bn=6,154,6,118.205959,194.223861,280.710236,0.127928527,0.210198984,0.303798956
bn=6,156,6,117.569510,193.353222,283.031250,0.125608451,0.206573955,0.302383814
bn=6,158,6,121.948635,194.336633,284.574811,0.128637800,0.204996448,0.300184399
bn=6,160,6,122.752086,194.858078,285.811835,0.127866756,0.202977165,0.297720662
bn=6,162,6,124.285844,206.555066,304.654627,0.127866095,0.212505212,0.313430686
bn=6,164,6,151.378881,259.756060,390.844271,0.153840326,0.263979735,0.397199462
bn=6,166,6,163.294511,230.514358,348.067130,0.163950312,0.231440119,0.349464990
bn=6,168,6,147.273057,220.918676,308.889803,0.146104224,0.219165354,0.306438296
bn=6,170,6,141.988323,261.592183,324.669766,0.139204238,0.256462925,0.318303693
bn=6,172,6,136.582787,265.452331,447.183036,0.132347662,0.257221250,0.433316895
bn=6,174,6,155.627177,265.235043,325.984592,0.149068177,0.254056555,0.312245778
bn=6,176,6,139.032639,220.315948,316.671822,0.131659696,0.208632526,0.299878620
bn=6,178,6,141.321819,224.710003,323.719720,0.132323800,0.210402625,0.303108352
bn=6,180,6,158.053399,274.630939,329.508772,0.146345739,0.254287907,0.305100715
bn=6,182,6,140.206138,224.925285,332.603391,0.128393899,0.205975536,0.304581860
bn=6,184,6,158.417071,225.993449,326.464518,0.143493724,0.204704211,0.295710614
bn=6,186,6,153.635331,239.448182,342.429973,0.137666068,0.214559303,0.306836893
bn=6,188,6,149.632376,237.563687,338.931521,0.132652816,0.210606105,0.300471206
bn=6,190,6,147.748278,237.842009,339.587094,0.129603752,0.208633342,0.297883416
bn=6,192,6,148.053381,234.036471,338.315985,0.128518560,0.203156659,0.293677070
